run,CINT7,CEMC7,EG1,EG2,EJ1,EJ2,CDMC7,DG1,DG2,DJ1,DJ2
289165,1612670,10280,67230,74522,66198,16813,10280,67230,74522,66198,16813
289166,307405,2042,19750,14644,19403,3742,2042,19750,14644,19403,3742
289169,1097943,9448,59390,66834,57166,14705,9448,59390,66834,57166,14705
289172,521406,4555,29780,32166,28908,7177,4555,29780,32166,28908,7177
289176,373808,3189,20382,22775,19706,5081,3189,20382,22775,19706,5081
289177,2033095,17256,109450,123881,106302,27668,17256,109450,123881,106302,27668
289198,208489,1710,10799,13654,10431,3009,1710,10799,13654,10431,3009
289199,301533,2395,14997,19530,14627,4290,2395,14997,19530,14627,4290
289200,1029225,8467,57033,68649,54908,15151,8467,57033,68649,54908,15151
289201,1279142,10609,71409,86498,68900,19300,10609,71409,86498,68900,19300
